samp_id,date,DEPARTAMENTO,PROVINCIA,DISTRITO,LOCALIDAD,ESPECIE,RESULTADO.FINAL,PDL,SES_median,SES_mode,lon,lat
2018_12,2018-01-18,AREQUIPA,AREQUIPA,A.S.A.,VILLA ECOLOGICA A 16,CAN,NEGATIVO,NA,NA,NA,NA,NA
2018_14,2018-01-19,AREQUIPA,AREQUIPA,CAYMA,CMTE 18 MZ M LT 7,CAN,NEGATIVO,NA,NA,NA,NA,NA
2018_15,2018-01-19,AREQUIPA,AREQUIPA,C. COLORADO,PERU ARBO PERU MZ A LT 4,CAN,NEGATIVO,1.4.126,E,E,-71.6062259306966, -16.3473666158501
2018_16,2018-01-22,AREQUIPA,AREQUIPA,SOCABAYA,LA MANSION II MZ C 12,CAN,NEGATIVO,1.25.46,NA,NA,NA,NA
2018_17,2018-01-22,AREQUIPA,AREQUIPA,C. COLORADO,JLB Y R SEC 6 MZ 9 B LT 12,CAN,NEGATIVO,1.4.123,E,E,-71.601611215149, -16.3381848674597
2018_24,2018-01-25,AREQUIPA,AREQUIPA,HUNTER,BUENA VISTA 604 A,CAN,NEGATIVO,1.7.24,C,C,-71.5556052804186, -16.4435028450946
2018_25,2018-01-25,AREQUIPA,AREQUIPA,YURA,KM 14,CAN,NEGATIVO,1.29.37,D,D,-71.6047930265878, -16.3142031422447
2018_22,2018-01-25,AREQUIPA,AREQUIPA,J.L.B. Y R,NA,CAN,POSITIVO,1.8.95,A,A,-71.525013370247, -16.4173309959056
2018_21,2018-01-26,AREQUIPA,AREQUIPA,CAYMA,SAN MIGUEL MZ A LT 2,CAN,NEGATIVO,1.3.83,D,D,-71.5483695523374, -16.3396091243152
2018_27,2018-01-26,AREQUIPA,AREQUIPA,M. MELGAR,HEROES DEL CENEPA MZ X LT 12,CAN,NEGATIVO,1.10.30,D,D,-71.4846559256036, -16.3987150511497
2018_29,2018-01-29,AREQUIPA,AREQUIPA,MOLLEBAYA,MACHAGUAYA,CAN,NEGATIVO,1.12.5,C,C,-71.4921150270071, -16.489774144984
2018_30,2018-01-29,AREQUIPA,AREQUIPA,M. MELGAR,LOS BALCONES A 1 M BUSTAMANTE,CAN,POSITIVO,1.10.12,D,D,-71.5015348999316, -16.3952053181164
2018_31,2018-01-29,AREQUIPA,AREQUIPA,YURA,CHAPARRAL MZ G LT 10,CAN,NEGATIVO,1.X.98,NA,NA,NA,NA
2018_33,2018-01-31,AREQUIPA,AREQUIPA,SOCABAYA,PUEBLO TRADICIONAL,CAN,NEGATIVO,1.25.23,C,C,-71.5276460770374, -16.4669819517211
2018_34,2018-01-31,AREQUIPA,AREQUIPA,CAYMA,LA TOMILLA 20 DE ABRIL 505,CAN,NEGATIVO,1.3.39,C,C,-71.545602982959, -16.3591678533016
2018_35,2018-02-01,AREQUIPA,AREQUIPA,C. COLORADO,JLB Y R SEC 6 MZ 9 A LT 3,CAN,POSITIVO,1.4.123,E,E,-71.601611215149, -16.3381848674597
2018_36,2018-02-01,AREQUIPA,AREQUIPA,C. COLORADO,SEMI R. PACHACUTEC AV LOS INCAS,CAN,NEGATIVO,NA,NA,NA,NA,NA
2018_37,2018-02-02,AREQUIPA,AREQUIPA,J.L.B. Y R,PSJE DOLORES S/N,CAN,NEGATIVO,1.8.95,A,A,-71.525013370247, -16.4173309959056
2018_41,2018-02-05,AREQUIPA,AREQUIPA,CAYMA,RAFAEL BELAUNDE MZ U 9,CAN,NEGATIVO,1.3.57,C,C,-71.5412317881648, -16.3345635899111
2018_39,2018-02-05,AREQUIPA,AREQUIPA,C. COLORADO,JLB Y R SEC 6 MZ 9A LT 3,CAN,NEGATIVO,1.4.123,E,E,-71.601611215149, -16.3381848674597
2018_40,2018-02-05,AREQUIPA,AREQUIPA,C. COLORADO,AV 54 BALLON FARFAN,CAN,NEGATIVO,1.4.275,D,D,-71.5552121069979, -16.3273682173911
2018_42,2018-02-05,AREQUIPA,AREQUIPA,C. COLORADO,URB SAN ISIDRO JR LIBERTAD 314,CAN,NEGATIVO,1.4.41,C,C,-71.5702299527261, -16.3817798182615
2018_44,2018-02-06,AREQUIPA,AREQUIPA,CAYMA,EMBAJADA DE JAPON ZN B MZ Z LOT 19 ALTO CAYMA,CAN,POSITIVO,1.3.65,E,E,-71.5249248425028, -16.3106109486547
2018_45,2018-02-06,AREQUIPA,AREQUIPA,J.L.B. Y R,ALTURA DEL OVALO DE BOMBEROS AVELINO,CAN,POSITIVO,1.8.72,D,D,-71.5340501203044, -16.4226322285268
2018_46,2018-02-07,AREQUIPA,AREQUIPA,SACHACA,PJ VILLA EL TRIUNFO MZ B LT 5 ZN A,CAN,NEGATIVO,1.18.19,D,D,-71.5948490253519, -16.4143423017399
2018_391,2018-02-09,AREQUIPA,AREQUIPA,CAYMA,SOL DE LOS ANDES E 7 ALTO CAYMA,CAN,NEGATIVO,1.3.63,E,E,-71.5269478463344, -16.3161383814844
2018_47,2018-02-09,AREQUIPA,AREQUIPA,SACHACA,URB TAHUAYCANI B 44,CAN,NEGATIVO,1.18.29,A,A,-71.5537839349359, -16.4117492415335
2018_390,2018-02-09,AREQUIPA,AREQUIPA,HUNTER,MERCADO FRAY MARTIN DE P,CAN,NEGATIVO,1.7.24,C,C,-71.5556052804186, -16.4435028450946
2018_48,2018-02-09,AREQUIPA,AREQUIPA,C. COLORADO,M. VARGAS LL MZ O LT 1,CAN,NEGATIVO,1.4.264,E,E,-71.5448882498743, -16.3143668874521
2018_51,2018-02-14,AREQUIPA,AREQUIPA,C. COLORADO,J.L.B Y R SEC 9 AMPL MZ C LT 7,CAN,POSITIVO,1.4.307,E,E,-71.6133296136699, -16.3464037347881
2018_52,2018-02-14,AREQUIPA,AREQUIPA,C. COLORADO,PERUARBO SEC PERU III G-10,CAN,POSITIVO,1.4.119,D,D,-71.5930851108136, -16.3440495349825
2018_53,2018-02-15,AREQUIPA,AREQUIPA,J.L.B. Y R,AMAUTA (RECOGIDO EN LA CALLE),CAN,NEGATIVO,1.8.33,B,B,-71.5222046918613, -16.4401461733978
2018_54,2018-02-15,AREQUIPA,AREQUIPA,C. COLORADO,S. R  PACHACUTEC AMAZONAS G 4,CAN,NEGATIVO,1.4.23,C,C,-71.5771886195474, -16.4007386631473
2018_56,2018-02-19,AREQUIPA,AREQUIPA,M. MELGAR,TORRENTERA,CAN,NEGATIVO,NA,NA,NA,NA,NA
2018_57,2018-02-19,AREQUIPA,AREQUIPA,C. COLORADO,PSJE ENE 106 ZAMACOLA,CAN,NEGATIVO,1.4.289,C,C,-71.5631550293763, -16.3532257367289
2018_58,2018-02-20,AREQUIPA,AREQUIPA,CAYMA,1Â° DE JUNIO ZN A MZ D3- 7,CAN,NEGATIVO,1.3.60,D,D,-71.5370063832814, -16.3277449256785
2018_61,2018-02-21,AREQUIPA,AREQUIPA,J.L.B. Y R,S. BOLIVAR A DOS CUADRAS DE CS,CAN,NEGATIVO,1.8.12,C,C,-71.5110868089567, -16.4445145979982
2018_59,2018-02-21,AREQUIPA,AREQUIPA,C. COLORADO,A. A. CACERES R 22,CAN,NEGATIVO,1.4.227,D,D,-71.5741887683672, -16.3307361359439
2018_60,2018-02-21,AREQUIPA,AREQUIPA,C. COLORADO,A. A. CACERES R 22,CAN,NEGATIVO,1.4.227,D,D,-71.5741887683672, -16.3307361359439
2018_63,2018-02-22,AREQUIPA,AREQUIPA,YURA,UPIS MILAGROS KM 17 MZ K LT 2,CAN,NEGATIVO,1.29.24,E,E,-71.6317800060637, -16.2966081578125
2018_62,2018-02-22,AREQUIPA,AREQUIPA,C. COLORADO,APIPA SEC XI MZ Q LT 14,CAN,NEGATIVO,1.4.324,E,E,-71.6172526356292, -16.3385418034077
2018_64,2018-02-23,AREQUIPA,AREQUIPA,A.S.A.,GRAFICOS,CAN,NEGATIVO,1.1.4,B,B,-71.5255009331634, -16.3852271213533
2018_65,2018-02-23,AREQUIPA,AREQUIPA,A.S.A.,ASA,CAN,NEGATIVO,NA,NA,NA,NA,NA
2018_68,2018-02-27,AREQUIPA,AREQUIPA,CAYMA,ENACE SECTOR 6 MZ C LT 6,CAN,NEGATIVO,1.3.92,C,C,-71.5446906422556, -16.327735686171
2018_69,2018-02-27,AREQUIPA,AREQUIPA,HUNTER,LA MERCED C-6,CAN,NEGATIVO,1.7.7A,E,E,-71.5615541001486, -16.4499964696221
2018_70,2018-02-27,AREQUIPA,AREQUIPA,PAUCARPATA,LA FABELA VIA PUBLICA,CAN,NEGATIVO,1.13.5,D,D,-71.4899771904696, -16.4312051779914
2018_71,2018-02-27,AREQUIPA,AREQUIPA,CAYMA,J.M ARGUEDAS MZ LL-2,CAN,NEGATIVO,1.3.39,C,C,-71.545602982959, -16.3591678533016
2018_73,2018-03-01,AREQUIPA,AREQUIPA,YURA,C. DE DIOS CMTE 32 MZ N LT 2 KM 14,CAN,POSITIVO,1.29.37,D,D,-71.6047930265878, -16.3142031422447
2018_74,2018-03-02,AREQUIPA,AREQUIPA,PAUCARPATA,VIA PUBLICA A. PAUCARPATA,CAN,NEGATIVO,NA,NA,NA,NA,NA
2018_75,2018-03-05,AREQUIPA,AREQUIPA,MIRAFLORES,DETRÃS DE LA IGLESIA CHAPI CHICO,CAN,POSITIVO,1.11.9,B,B,-71.5193978856751, -16.3928558909948
2018_77,2018-03-08,AREQUIPA,AREQUIPA,M. MELGAR,ALFONSO UGARTE 426,CAN,NEGATIVO,1.10.37,C,C,-71.4963385419103, -16.4026411526127
2018_79,2018-03-09,AREQUIPA,AREQUIPA,HUNTER,LA COLINA C 8,CAN,NEGATIVO,1.7.53,B,B,-71.5603023400557, -16.4372242513208
2018_85,2018-03-12,AREQUIPA,AREQUIPA,CAYMA,VILLA EL MIRADOR B 25 AV AREQUIPA,CAN,NEGATIVO,1.3.44,C,C,-71.5403606868139, -16.3499279697469
2018_80,2018-03-12,AREQUIPA,AREQUIPA,C. COLORADO,C. MUNICIPAL ZONA 1 MZ G LT 17,CAN,NEGATIVO,1.4.170,D,D,-71.5937375565, -16.3257274981036
2018_81,2018-03-12,AREQUIPA,AREQUIPA,C. COLORADO,C. MUNICIPAL ZONA 1 MZ G LT 17,CAN,NEGATIVO,1.4.170,D,D,-71.5937375565, -16.3257274981036
2018_82,2018-03-12,AREQUIPA,AREQUIPA,C. COLORADO,LAS FLORES ZN 3 MZ I LT 11,CAN,NEGATIVO,1.4.228,D,D,-71.5711392095362, -16.3312356207522
2018_83,2018-03-12,AREQUIPA,AREQUIPA,MIRAFLORES,JUAN XXIII,CAN,NEGATIVO,NA,NA,NA,NA,NA
2018_84,2018-03-12,AREQUIPA,AREQUIPA,MIRAFLORES,JUAN XXIII,CAN,NEGATIVO,NA,NA,NA,NA,NA
2018_86,2018-03-13,AREQUIPA,AREQUIPA,CAYMA,LA TOMILLA SUCRE 891,CAN,NEGATIVO,1.3.39,C,C,-71.545602982959, -16.3591678533016
2018_89,2018-03-14,AREQUIPA,AREQUIPA,C. COLORADO,JORGE CHAVEZ  M 9,CAN,POSITIVO,1.4.278,E,E,-71.5454057078668, -16.3234320986221
2018_90,2018-03-16,AREQUIPA,AREQUIPA,YANAHUARA,CHULLO 307,CAN,NEGATIVO,1.27.11,A,A,-71.5456275382077, -16.3931794213341
2018_92,2018-03-19,AREQUIPA,AREQUIPA,J.L.B. Y R,DOLORES S/N DETRÃS DEL HOTEL,CAN,POSITIVO,1.8.95,A,A,-71.525013370247, -16.4173309959056
2018_93,2018-03-20,AREQUIPA,AREQUIPA,J.L.B. Y R,PARQUE AL FRENTE DEL COLEGIO J. BASADRE,CAN,POSITIVO,1.8.59,B,B,-71.5249600888426, -16.4341559813728
2018_95,2018-03-22,AREQUIPA,AREQUIPA,MIRAFLORES,ZONA MILITAR 87,CAN,NEGATIVO,1.11.8,B,B,-71.5159045267363, -16.395773105241
2018_98,2018-03-23,AREQUIPA,AREQUIPA,SOCABAYA,MIRADOR DE BELLAPAMPA C9,CAN,NEGATIVO,1.25.21,B,B,-71.5406319030108, -16.4538268045912
2018_99,2018-03-23,AREQUIPA,AREQUIPA,SOCABAYA,BELLAPAMPA 7 CUADRA GRIFO,CAN,NEGATIVO,1.25.21,B,B,-71.5406319030108, -16.4538268045912
2018_100,2018-03-23,AREQUIPA,AREQUIPA,A.S.A.,PLAZA 1 DE MAYO,CAN,NEGATIVO,1.1.1,B,B,-71.5220097000831, -16.3856689461757
2018_102,2018-03-23,AREQUIPA,AREQUIPA,M. MELGAR,HEROES DEL CENEPA MZ V LT 4,CAN,NEGATIVO,1.10.30,D,D,-71.4846559256036, -16.3987150511497
2018_103,2018-03-23,AREQUIPA,AREQUIPA,M. MELGAR,HEROES DEL CENEPA MZ V LT 4,CAN,NEGATIVO,1.10.30,D,D,-71.4846559256036, -16.3987150511497
2018_104,2018-03-23,AREQUIPA,AREQUIPA,M. MELGAR,HEROES DEL CENEPA MZ V LT 4,CAN,NEGATIVO,1.10.30,D,D,-71.4846559256036, -16.3987150511497
2018_105,2018-03-23,AREQUIPA,AREQUIPA,M. MELGAR,HEROES DEL CENEPA MZ V LT 4,CAN,NEGATIVO,1.10.30,D,D,-71.4846559256036, -16.3987150511497
2018_106,2018-03-23,AREQUIPA,AREQUIPA,M. MELGAR,CUBA 125 A,CAN,NEGATIVO,1.10.37,C,C,-71.4963385419103, -16.4026411526127
2018_101,2018-03-23,AREQUIPA,AREQUIPA,A.S.A.,CANCHA CAMPEONES DEL 81 PJ INDEPENDENCIA ZN A,CAN,NEGATIVO,1.1.78,C,C,-71.5265766221697, -16.3694041474767
2018_96,2018-03-23,AREQUIPA,AREQUIPA,CAYMA,NA,CAN,NEGATIVO,NA,NA,NA,NA,NA
2018_97,2018-03-23,AREQUIPA,AREQUIPA,C. COLORADO,VILLA CERRILLOS,CAN,NEGATIVO,NA,NA,NA,NA,NA
2018_107,2018-03-26,AREQUIPA,AREQUIPA,C. COLORADO,M. VARGAS LLOSA M 4,CAN,POSITIVO,1.4.264,E,E,-71.5448882498743, -16.3143668874521
2018_108,2018-03-26,AREQUIPA,AREQUIPA,C. COLORADO,CERRO VIEJO COMANDANTE CANGA 110,CAN,NEGATIVO,1.4.84,B,B,-71.5552632027395, -16.379128089096
2018_109,2018-03-26,AREQUIPA,AREQUIPA,C. COLORADO,CERRO VIEJO COMANDANTE CANGA 110,CAN,NEGATIVO,1.4.84,B,B,-71.5552632027395, -16.379128089096
2018_110,2018-03-26,AREQUIPA,AREQUIPA,HUNTER,URB CHILPINA II MZ D 4,CAN,NEGATIVO,1.7.26,C,C,-71.5517417648644, -16.4397056956374
2018_111,2018-03-28,AREQUIPA,AREQUIPA,YANAHUARA,UGARTE 615,CAN,NEGATIVO,1.27.7,A,A,-71.5417325815815, -16.3880302019801
2018_114,2018-04-02,AREQUIPA,AREQUIPA,CAYMA,VILLA CONTINENTAL,CAN,NEGATIVO,1.3.75,D,D,-71.5542999877559, -16.3452913574688
2018_112,2018-04-02,AREQUIPA,AREQUIPA,C. COLORADO,M. VARGAS LLOSA M 16,CAN,NEGATIVO,1.4.264,E,E,-71.5448882498743, -16.3143668874521
2018_119,2018-04-05,AREQUIPA,AREQUIPA,CAYMA,AV J. C. MARIATEGUI 715,CAN,NEGATIVO,1.3.69,D,D,-71.5507190628038, -16.3536944009734
2018_120,2018-04-06,AREQUIPA,AREQUIPA,HUNTER,S JUAN DE DIOS SANCHEZ CERRO,CAN,NEGATIVO,1.7.27,C,C,-71.5556177257836, -16.448652313594
2018_121,2018-04-09,AREQUIPA,AREQUIPA,C. COLORADO,S. ROSA DE LIMA 3-A-18,CAN,NEGATIVO,1.4.31,B,B,-71.5542790177433, -16.3835021573355
2018_122,2018-04-09,AREQUIPA,AREQUIPA,C. COLORADO,S. ROSA DE LIMA 3-B-6,CAN,NEGATIVO,1.4.31,B,B,-71.5542790177433, -16.3835021573355
2018_126,2018-04-10,AREQUIPA,AREQUIPA,A.S.A.,MERC APURIMAC AV AREQUIPA 4TA CUADRA,CAN,NEGATIVO,1.1.34,C,C,-71.5101793347374, -16.3718096970282
2018_127,2018-04-10,AREQUIPA,AREQUIPA,A.S.A.,APROMA A 12,CAN,NEGATIVO,1.1.27,C,C,-71.5251071540735, -16.3752891102096
2018_123,2018-04-10,AREQUIPA,AREQUIPA,YURA,J. A. QUIÃ‘ONES,CAN,POSITIVO,1.29.40,D,D,-71.6186015648232, -16.3170471465462
2018_129,2018-04-10,AREQUIPA,AREQUIPA,C. COLORADO,ASC VILLA LOS ANGELES DEL SUR I 6 A,CAN,NEGATIVO,1.4.252,E,E,-71.5510798926494, -16.3079195795616
2018_124,2018-04-11,AREQUIPA,AREQUIPA,SOCABAYA,H. ZEBALLOS,CAN,NEGATIVO,1.25.26,D,D,-71.5063449688144, -16.4824709123533
2018_125,2018-04-11,AREQUIPA,AREQUIPA,SOCABAYA,H. ZEBALLOS SEC G MZ 6 LT 5,CAN,NEGATIVO,1.25.26,D,D,-71.5063449688144, -16.4824709123533
2018_130,2018-04-11,AREQUIPA,AREQUIPA,YURA,UPIS MILAGROS KM 17 MZ E LT 3 ZN 1,CAN,NEGATIVO,1.X.22,NA,NA,NA,NA
2018_132,2018-04-12,AREQUIPA,AREQUIPA,PAUCARPATA,COLON 113,CAN,POSITIVO,1.13.1,B,B,-71.5042118449788, -16.4355387685106
2018_133,2018-04-12,AREQUIPA,AREQUIPA,A.S.A.,HOYOS RUBIOS,CAN,NEGATIVO,1.1.28,B,B,-71.5205478018838, -16.3735062189605
2018_135,2018-04-13,AREQUIPA,AREQUIPA,YURA,PROFAM SEC 1 MZ W LT 10,CAN,NEGATIVO,1.29.53,E,E,-71.629578109368, -16.3194426330275
2018_134,2018-04-13,AREQUIPA,AREQUIPA,M. MELGAR,PARTE BAJA,CAN,NEGATIVO,NA,NA,NA,NA,NA
2018_136,2018-04-13,AREQUIPA,AREQUIPA,YURA,J. A. QUIÃ‘ONES MZ 19 LT 5 GERANIOS,CAN,NEGATIVO,1.29.40,D,D,-71.6186015648232, -16.3170471465462
2018_137,2018-04-13,AREQUIPA,AREQUIPA,YURA,J. A. QUIÃ‘ONES MZ 18 LT 6 GERANIOS,CAN,NEGATIVO,1.29.40,D,D,-71.6186015648232, -16.3170471465462
2018_144,2018-04-16,AREQUIPA,AREQUIPA,J.L.B. Y R,URB AGRICULTURA K-10,CAN,NEGATIVO,1.8.91,A,A,-71.5304163878106, -16.4173645773514
2018_140,2018-04-16,AREQUIPA,AREQUIPA,C. COLORADO,J.L.B Y R SEC 9 MZ 11 B LT 3,CAN,POSITIVO,1.4.307,E,E,-71.6133296136699, -16.3464037347881
2018_141,2018-04-16,AREQUIPA,AREQUIPA,C. COLORADO,VILLA CONO NORTE MZ K LT 6,CAN,POSITIVO,1.4.165,D,D,-71.5953489021968, -16.3177720136753
2018_142,2018-04-16,AREQUIPA,AREQUIPA,C. COLORADO,APIPA XII J-9,CAN,NEGATIVO,1.4.325,E,E,-71.6204310834907, -16.3365793616872
2018_145,2018-04-17,AREQUIPA,AREQUIPA,PAUCARPATA,J MARIA ESQ A. UGARTE 102 CON KENNEDY 825,CAN,NEGATIVO,1.13.75,B,B,-71.5111773519222, -16.4189342842504
2018_146,2018-04-17,AREQUIPA,AREQUIPA,M. MELGAR,HUANCAVELICA 302,CAN,NEGATIVO,1.10.2,B,B,-71.5075955609585, -16.402368289414
2018_147,2018-04-18,AREQUIPA,AREQUIPA,CAYMA,11 DE MAYO B MZ R1 LT 11,CAN,NEGATIVO,1.3.101,E,E,-71.5368422344966, -16.3180037096783
2018_148,2018-04-18,AREQUIPA,AREQUIPA,CAYMA,11 DE MAYO B MZ R1 LT 11,CAN,NEGATIVO,1.3.101,E,E,-71.5368422344966, -16.3180037096783
2018_149,2018-04-18,AREQUIPA,AREQUIPA,J.L.B. Y R,AV CARACAS W 23 3 DE OCTUBRE,CAN,NEGATIVO,1.8.12,C,C,-71.5110868089567, -16.4445145979982
2018_150,2018-04-18,AREQUIPA,AREQUIPA,C. COLORADO,VILLA CONO NORTE MZ K LT 6,CAN,NEGATIVO,1.4.165,D,D,-71.5953489021968, -16.3177720136753
2018_151,2018-04-18,AREQUIPA,AREQUIPA,C. COLORADO,ASC. EL EDEN,CAN,NEGATIVO,1.4.237,C,C,-71.5564430889418, -16.3274165883467
2018_155,2018-04-19,AREQUIPA,AREQUIPA,M. MELGAR,GRIFO ESCORPION cruze con ppjj M. GRAU TORRENTERA,CAN,POSITIVO,1.10.37,C,C,-71.4963385419103, -16.4026411526127
2018_152,2018-04-19,AREQUIPA,AREQUIPA,C. COLORADO,AV AREQUIPA SRPACHACUTEC,CAN,NEGATIVO,NA,NA,NA,NA,NA
2018_153,2018-04-19,AREQUIPA,AREQUIPA,C. COLORADO,C. MUNICIPAL ZONA 3 MZ G LT 10,CAN,NEGATIVO,1.4.168,E,E,-71.5934384930705, -16.3204660057332
2018_160,2018-04-20,AREQUIPA,AREQUIPA,J.L.B. Y R,URB SANTO DOMINGO L3B,CAN,NEGATIVO,1.8.97,A,A,-71.5180238969314, -16.4142955960445
2018_156,2018-04-20,AREQUIPA,AREQUIPA,J.L.B. Y R,AV DOLORES,CAN,NEGATIVO,1.8.32,B,B,-71.522708521795, -16.4381430559274
2018_157,2018-04-20,AREQUIPA,AREQUIPA,CERCADO,RIO CHILE,CAN,NEGATIVO,1.27.65,B,B,-71.5365084988741, -16.3999252208348
2018_158,2018-04-20,AREQUIPA,AREQUIPA,J.L.B. Y R,AV DOLORES,CAN,NEGATIVO,1.8.32,B,B,-71.522708521795, -16.4381430559274
2018_162,2018-04-23,AREQUIPA,AREQUIPA,J.L.B. Y R,DOLORES S/N DETR?S DEL HOTEL. Del terreno vacio,CAN,POSITIVO,1.8.95,A,A,-71.525013370247, -16.4173309959056
2018_163,2018-04-23,AREQUIPA,AREQUIPA,SOCABAYA,PSJE OLAYA 107 LARA,CAN,NEGATIVO,1.25.10,C,C,-71.5297929617692, -16.4568073992303
2018_164,2018-04-23,AREQUIPA,AREQUIPA,M. MELGAR,PPJJ CERRITO BELEN MZ C LT 19,CAN,NEGATIVO,1.10.24,D,D,-71.4882664853797, -16.3929992360789
2018_165,2018-04-23,AREQUIPA,AREQUIPA,M. MELGAR,GRIFO LOS ESCORPIONES AV ARGENTINA S/N MZ 18 LT 7,CAN,NEGATIVO,1.10.37,C,C,-71.4963385419103, -16.4026411526127
2018_166,2018-04-23,AREQUIPA,AREQUIPA,M. MELGAR,GRIFO LOS ESCORPIONES AV ARGENTINA S/N MZ 18 LT 7,CAN,NEGATIVO,1.10.37,C,C,-71.4963385419103, -16.4026411526127
2018_167,2018-04-23,AREQUIPA,AREQUIPA,CERCADO,PARQUE INDUSTRIAL,CAN,NEGATIVO,1.8.103,A,A,-71.5411934285228, -16.4152696757411
2018_168,2018-04-23,AREQUIPA,AREQUIPA,CAYMA,ENACE SECTOR 9 MZ J LT 12,CAN,NEGATIVO,1.3.96,C,C,-71.5448627906614, -16.3345260731375
2018_161,2018-04-23,AREQUIPA,AREQUIPA,YURA,C. DE DIOS MZ A LT 24,CAN,POSITIVO,1.29.45,D,D,-71.6163406879223, -16.3122824584594
2018_169,2018-04-24,AREQUIPA,AREQUIPA,C. COLORADO,TUPAC AMARU,CAN,NEGATIVO,NA,NA,NA,NA,NA
2018_170,2018-04-24,AREQUIPA,AREQUIPA,C. COLORADO,APIPA SEC 16 MZ C LT 16,CAN,NEGATIVO,1.4.329,E,E,-71.6286759103533, -16.3428327498428
2018_173,2018-04-25,AREQUIPA,AREQUIPA,SOCABAYA,GENRAL FERNANDINI 507 C SALAVERRY,CAN,NEGATIVO,1.25.1,C,C,-71.5377483554, -16.4337092542372
2018_171,2018-04-25,AREQUIPA,AREQUIPA,SOCABAYA,PASJE SANCHEZ TRUJILLO 522B,CAN,NEGATIVO,1.25.1,C,C,-71.5377483554, -16.4337092542372
2018_172,2018-04-25,AREQUIPA,AREQUIPA,HUNTER,AV LAS AMERICAS FRENTE MOLL CERCADO,CAN,NEGATIVO,1.7.10,C,C,-71.5612559063308, -16.4393574058164
2018_174,2018-04-25,AREQUIPA,AREQUIPA,HUNTER,I. E. J. P.V Y G,CAN,NEGATIVO,1.7.24,C,C,-71.5556052804186, -16.4435028450946
2018_177,2018-04-26,AREQUIPA,AREQUIPA,C. COLORADO,AV 54 MARGEN DERECHA,CAN,NEGATIVO,NA,NA,NA,NA,NA
2018_178,2018-04-26,AREQUIPA,AREQUIPA,C. COLORADO,APIPA II,CAN,NEGATIVO,1.4.139,E,E,-71.6045459107227, -16.3247070384506
2018_181,2018-04-27,AREQUIPA,AREQUIPA,CAYMA,JR CONVENCION MODULO POLICIAL,CAN,NEGATIVO,1.3.67,E,E,-71.5466314598294, -16.3512426185414
2018_180,2018-04-27,AREQUIPA,AREQUIPA,CAYMA,EMBAJADA DE JAPON,CAN,NEGATIVO,NA,NA,NA,NA,NA
2018_179,2018-04-30,AREQUIPA,AREQUIPA,YURA,C. DE DIOS KM 13.5 MZ E LT 8 CMTE 13 SEC 2,CAN,NEGATIVO,1.29.32,D,D,-71.6158025217612, -16.3037739823721
2018_183,2018-04-30,AREQUIPA,AREQUIPA,CAYMA,EMBAJADA DE JAPON ZN A D 4,CAN,NEGATIVO,1.3.64,E,E,-71.5276406591166, -16.3100535909512
2018_182,2018-04-30,AREQUIPA,AREQUIPA,C. COLORADO,AMP AMAzonas lt 23 MZ UNICA,CAN,POSITIVO,1.4.277,E,E,-71.5507793845863, -16.3237426981727
2018_187,2018-05-04,AREQUIPA,AREQUIPA,PAUCARPATA,15 DE ENERO CALLE MANUEL SEGURA 301,CAN,NEGATIVO,1.13.78,B,B,-71.5095518021037, -16.4153778220558
2018_184,2018-05-04,AREQUIPA,AREQUIPA,C. COLORADO,AMPL  AMAZONAS B 9,CAN,NEGATIVO,1.4.277,E,E,-71.5507793845863, -16.3237426981727
2018_185,2018-05-04,AREQUIPA,AREQUIPA,C. COLORADO,AMAZONAS O 20,CAN,NEGATIVO,1.4.277,E,E,-71.5507793845863, -16.3237426981727
2018_186,2018-05-04,AREQUIPA,AREQUIPA,C. COLORADO,SOR ANA  DE LOS ANGELES ZN III G 2,CAN,POSITIVO,1.4.195,E,E,-71.5844708761234, -16.318934111783
2018_191,2018-05-07,AREQUIPA,AREQUIPA,J.L.B. Y R,CERRO SALAVERRY,CAN,NEGATIVO,1.25.1,C,C,-71.5377483554, -16.4337092542372
2018_188,2018-05-07,AREQUIPA,AREQUIPA,C. COLORADO,"NAZARENO IV ETAPA P 5",CAN,NEGATIVO,1.4.280,C,C,-71.5493196423587, -16.3276160973787
2018_190,2018-05-08,AREQUIPA,AREQUIPA,CERCADO,IV CENTENARIO ISAAC RECAVARREN 213,CAN,NEGATIVO,1.10.60,B,B,-71.5327900852293, -16.4059410338104
2018_198,2018-05-09,AREQUIPA,AREQUIPA,J.L.B. Y R,03oct2023,CAN,NEGATIVO,1.8.11,C,C,-71.5197956199416, -16.4424973654386
2018_199,2018-05-09,AREQUIPA,AREQUIPA,J.L.B. Y R,AV EEUU,CAN,NEGATIVO,1.8.34,B,B,-71.5262896499619, -16.428164379382
2018_196,2018-05-10,AREQUIPA,AREQUIPA,HUNTER,S. JUA DE DIOS BELEN 122,CAN,NEGATIVO,1.7.27,C,C,-71.5556177257836, -16.448652313594
2018_194,2018-05-10,AREQUIPA,AREQUIPA,C. COLORADO,SOR ANA DE LOS ANGELES ZN 3 G2,CAN,NEGATIVO,1.4.195,E,E,-71.5844708761234, -16.318934111783
2018_195,2018-05-10,AREQUIPA,AREQUIPA,C. COLORADO,EDUARDO DE LA PINELA MZ H LT 9,CAN,NEGATIVO,1.4.136,D,D,-71.5966587896651, -16.3258868694556
